Data;Semana;UF;Município;Tipo de Feriado
20/11/2022;domingo;MT;JANGADA;Permanente
20/11/2022;domingo;MT;JAURU;Permanente
20/11/2022;domingo;MT;JUARA;Permanente
20/11/2022;domingo;MT;JUINA;Permanente
20/11/2022;domingo;MT;JURUENA;Permanente
20/11/2022;domingo;MT;JUSCIMEIRA;Permanente
20/11/2022;domingo;MT;LAMBARI D`OESTE;Permanente
20/11/2022;domingo;MT;LUCAS DO RIO VERDE;Permanente
20/11/2022;domingo;MT;MARCELANDIA;Permanente
20/11/2022;domingo;MT;MATUPA;Permanente
20/11/2022;domingo;MT;MIRASSOL D`OESTE;Permanente
20/11/2022;domingo;MT;NOBRES;Permanente
20/11/2022;domingo;MT;NORTELANDIA;Permanente
20/11/2022;domingo;MT;NOSSA SENHORA DO LIVRAMENTO;Permanente
20/11/2022;domingo;MT;NOVA BANDEIRANTES;Permanente
20/11/2022;domingo;MT;NOVA BRASILANDIA;Permanente
20/11/2022;domingo;MT;NOVA CANAA DO NORTE;Permanente
20/11/2022;domingo;MT;NOVA GUARITA;Permanente
20/11/2022;domingo;MT;NOVA LACERDA;Permanente
20/11/2022;domingo;MT;NOVA MARILANDIA;Permanente
20/11/2022;domingo;MT;NOVA MARINGA;Permanente
20/11/2022;domingo;MT;NOVA MONTE VERDE;Permanente
20/11/2022;domingo;MT;NOVA MUTUM;Permanente
20/11/2022;domingo;MT;NOVA OLIMPIA;Permanente
20/11/2022;domingo;MT;NOVA SANTA HELENA;Permanente
20/11/2022;domingo;MT;NOVA UBIRATA;Permanente
20/11/2022;domingo;MT;NOVA XAVANTINA;Permanente
20/11/2022;domingo;MT;NOVO HORIZONTE DO NORTE;Permanente
20/11/2022;domingo;MT;NOVO MUNDO;Permanente
20/11/2022;domingo;MT;NOVO SAO JOAQUIM;Permanente
20/11/2022;domingo;MT;PARANAITA;Permanente
20/11/2022;domingo;MT;PARANATINGA;Permanente
20/11/2022;domingo;MT;PEDRA PRETA;Permanente
20/11/2022;domingo;MT;PEIXOTO DE AZEVEDO;Permanente
20/11/2022;domingo;MT;PLANALTO DA SERRA;Permanente
20/11/2022;domingo;MT;POCONE;Permanente
20/11/2022;domingo;MT;PONTE BRANCA;Permanente
20/11/2022;domingo;MT;PONTES E LACERDA;Permanente
20/11/2022;domingo;MT;PORTO ALEGRE DO NORTE;Permanente
20/11/2022;domingo;MT;PORTO DOS GAUCHOS;Permanente
20/11/2022;domingo;MT;PORTO ESPERIDIAO;Permanente
20/11/2022;domingo;MT;PORTO ESTRELA;Permanente
20/11/2022;domingo;MT;POXOREU;Permanente
20/11/2022;domingo;MT;PRIMAVERA DO LESTE;Permanente
20/11/2022;domingo;MT;QUERENCIA;Permanente
20/11/2022;domingo;MT;RESERVA DO CABACAL;Permanente
20/11/2022;domingo;MT;RIBEIRAO CASCALHEIRA;Permanente
20/11/2022;domingo;MT;RIBEIRAOZINHO;Permanente
20/11/2022;domingo;MT;RIO BRANCO;Permanente
20/11/2022;domingo;MT;RONDOLANDIA;Permanente
20/11/2022;domingo;MT;RONDONOPOLIS;Permanente
20/11/2022;domingo;MT;ROSARIO OESTE;Permanente
20/11/2022;domingo;MT;SALTO DO CEU;Permanente
20/11/2022;domingo;MT;SANTA CARMEM;Permanente
20/11/2022;domingo;MT;SANTA CRUZ DO XINGU;Permanente
20/11/2022;domingo;MT;SANTA RITA DO TRIVELATO;Permanente
20/11/2022;domingo;MT;SANTA TEREZINHA;Permanente
20/11/2022;domingo;MT;SANTO AFONSO;Permanente
20/11/2022;domingo;MT;SANTO ANTONIO DO LESTE;Permanente
20/11/2022;domingo;MT;SANTO ANTONIO DO LEVERGER;Permanente
20/11/2022;domingo;MT;SAO FELIX DO ARAGUAIA;Permanente
20/11/2022;domingo;MT;SAO JOSE DO POVO;Permanente
20/11/2022;domingo;MT;SAO JOSE DO RIO CLARO;Permanente
20/11/2022;domingo;MT;SAO JOSE DOS QUATRO MARCOS;Permanente
20/11/2022;domingo;MT;SÃO PEDRO DA CIPA;Permanente
20/11/2022;domingo;MT;SAPEZAL;Permanente
20/11/2022;domingo;MT;SINOP;Permanente
20/11/2022;domingo;MT;SORRISO;Permanente
20/11/2022;domingo;MT;TABAPORA;Permanente
20/11/2022;domingo;MT;TANGARA DA SERRA;Permanente
20/11/2022;domingo;MT;TAPURAH;Permanente
20/11/2022;domingo;MT;TERRA NOVA DO NORTE;Permanente
20/11/2022;domingo;MT;TESOURO;Permanente
20/11/2022;domingo;MT;TORIXOREU;Permanente
20/11/2022;domingo;MT;UNIAO DO SUL;Permanente
20/11/2022;domingo;MT;VALE DE SAO DOMINGOS;Permanente
20/11/2022;domingo;MT;VARZEA GRANDE;Permanente
20/11/2022;domingo;MT;VERA;Permanente
20/11/2022;domingo;MT;VILA BELA DA SANTISSIMA TRINDADE;Permanente
20/11/2022;domingo;MT;VILA RICA;Permanente
22/11/2022;terça-feira;MT;APIACAS;Permanente
27/11/2022;domingo;MT;CAMPOS DE JULIO;Permanente
27/11/2022;domingo;MT;NOVA XAVANTINA;Permanente
28/11/2022;segunda-feira;MT;CAMPOS DE JULIO;Permanente
30/11/2022;quarta-feira;MT;RIO BRANCO;Permanente
01/12/2022;quinta-feira;MT;ITIQUIRA;Permanente
03/12/2022;sábado;MT;PARANATINGA;Permanente
08/12/2022;quinta-feira;MT;CHAPADA DOS GUIMARAES;Permanente
08/12/2022;quinta-feira;MT;CUIABA;Permanente
08/12/2022;quinta-feira;MT;DIAMANTINO;Permanente
08/12/2022;quinta-feira;MT;MARCELANDIA;Permanente
08/12/2022;quinta-feira;MT;NOVA BANDEIRANTES;Permanente
08/12/2022;quinta-feira;MT;NOVO HORIZONTE DO NORTE;Permanente
08/12/2022;quinta-feira;MT;QUERENCIA;Permanente
08/12/2022;quinta-feira;MT;SANTO ANTONIO DO LEVERGER;Permanente
10/12/2022;sábado;MT;ALTO GARCAS;Permanente
10/12/2022;sábado;MT;JUSCIMEIRA;Permanente
10/12/2022;sábado;MT;RONDONOPOLIS;Permanente
10/12/2022;sábado;MT;TORIXOREU;Permanente
14/12/2022;quarta-feira;MT;JUARA;Permanente
16/12/2022;sexta-feira;MT;ALTO PARAGUAI;Permanente
17/12/2022;sábado;MT;PARANATINGA;Permanente
18/12/2022;domingo;MT;COLIDER;Permanente
19/12/2022;segunda-feira;MT;NOVA UBIRATA;Permanente
19/12/2022;segunda-feira;MT;QUERENCIA;Permanente
19/12/2022;segunda-feira;MT;SANTA CARMEM;Permanente
21/12/2022;quarta-feira;MT;UNIAO DO SUL;Permanente
31/12/2022;sábado;MT;ARIPUANA;Permanente
20/01/2023;sexta-feira;MT;ALTO GARCAS;Permanente
20/01/2023;sexta-feira;MT;ARENAPOLIS;Permanente
20/01/2023;sexta-feira;MT;DOM AQUINO;Permanente
20/01/2023;sexta-feira;MT;ITIQUIRA;Permanente
20/01/2023;sexta-feira;MT;NOBRES;Permanente
21/01/2023;sábado;MT;POCONE;Permanente
25/01/2023;quarta-feira;MT;CARLINDA;Permanente
28/01/2023;sábado;MT;SANTO ANTONIO DO LESTE;Permanente
02/02/2023;quinta-feira;MT;ARAPUTANGA;Permanente
02/02/2023;quinta-feira;MT;PORTO DOS GAUCHOS;Permanente
05/02/2023;domingo;MT;ARENAPOLIS;Permanente
05/02/2023;domingo;MT;NORTELANDIA;Permanente
15/02/2023;quarta-feira;MT;CANARANA;Permanente
22/02/2023;quarta-feira;MT;JAURU;Permanente
27/02/2023;segunda-feira;MT;MIRASSOL D`OESTE;Permanente
03/03/2023;sexta-feira;MT;SANTA TEREZINHA;Permanente
04/03/2023;sábado;MT;SANTA TEREZINHA;Permanente
19/03/2023;domingo;MT;ALTO PARAGUAI;Permanente
19/03/2023;domingo;MT;ALTO TAQUARI;Permanente
19/03/2023;domingo;MT;JUARA;Permanente
19/03/2023;domingo;MT;SAO JOSE DO RIO CLARO;Permanente
19/03/2023;domingo;MT;VILA BELA DA SANTISSIMA TRINDADE;Permanente
29/03/2023;quarta-feira;MT;IPIRANGA DO NORTE;Permanente
29/03/2023;quarta-feira;MT;ITANHANGA;Permanente
08/04/2023;sábado;MT;CUIABA;Permanente
14/04/2023;sexta-feira;MT;NOVA XAVANTINA;Permanente
19/04/2023;quarta-feira;MT;CAMPINAPOLIS;Permanente
22/04/2023;sábado;MT;SAPEZAL;Permanente
29/04/2023;sábado;MT;JAURU;Permanente
30/04/2023;domingo;MT;TORIXOREU;Permanente
29/06/2023;quinta-feira;MT;VILA RICA;Permanente
22/05/2022;domingo;PA;OURILANDIA DO NORTE;Permanente
24/05/2022;terça-feira;PA;SANTA MARIA DO PARA;Permanente
29/05/2022;domingo;PA;OUREM;Permanente
31/05/2022;terça-feira;PA;PRAINHA;Permanente
01/06/2022;quarta-feira;PA;BAIAO;Permanente
04/06/2022;sábado;PA;OBIDOS;Permanente
10/06/2022;sexta-feira;PA;ALENQUER;Permanente
13/06/2022;segunda-feira;PA;ALENQUER;Permanente
13/06/2022;segunda-feira;PA;BAIAO;Permanente
13/06/2022;segunda-feira;PA;BELTERRA;Permanente
13/06/2022;segunda-feira;PA;GURUPA;Permanente
13/06/2022;segunda-feira;PA;ITUPIRANGA;Permanente
13/06/2022;segunda-feira;PA;SANTO ANTONIO DO TAUA;Permanente
18/06/2022;sábado;PA;IRITUIA;Permanente
22/06/2022;quarta-feira;PA;SANTAREM;Permanente
23/06/2022;quinta-feira;PA;IGARAPE-ACU;Permanente
24/06/2022;sexta-feira;PA;AGUA AZUL DO NORTE;Permanente
24/06/2022;sexta-feira;PA;CAMETA;Permanente
24/06/2022;sexta-feira;PA;GOIANESIA DO PARA;Permanente
24/06/2022;sexta-feira;PA;JACUNDA;Permanente
24/06/2022;sexta-feira;PA;PORTO DE MOZ;Permanente
24/06/2022;sexta-feira;PA;SAO GERALDO DO ARAGUAIA;Permanente
28/06/2022;terça-feira;PA;ALMEIRIM;Permanente
29/06/2022;quarta-feira;PA;CONCORDIA DO PARA;Permanente
29/06/2022;quarta-feira;PA;SAO CAETANO DE ODIVELAS;Permanente
29/06/2022;quarta-feira;PA;SOURE;Permanente
02/07/2022;sábado;PA;JURUTI;Permanente
05/07/2022;terça-feira;PA;CAPITAO POCO;Permanente
06/07/2022;quarta-feira;PA;MARAPANIM;Permanente
06/07/2022;quarta-feira;PA;MOCAJUBA;Permanente
06/07/2022;quarta-feira;PA;VISEU;Permanente
08/07/2022;sexta-feira;PA;BRAGANCA;Permanente
08/07/2022;sexta-feira;PA;TERRA SANTA;Permanente
14/07/2022;quinta-feira;PA;ITUPIRANGA;Permanente
16/07/2022;sábado;PA;BENEVIDES;Permanente
16/07/2022;sábado;PA;IGARAPE-MIRI;Permanente
17/07/2022;domingo;PA;NOVA ESPERANCA DO PIRIA;Permanente
22/07/2022;sexta-feira;PA;PORTEL;Permanente
25/07/2022;segunda-feira;PA;MEDICILANDIA;Permanente
26/07/2022;terça-feira;PA;AUGUSTO CORREA;Permanente
26/07/2022;terça-feira;PA;BREVES;Permanente
26/07/2022;terça-feira;PA;IGARAPE-MIRI;Permanente
26/07/2022;terça-feira;PA;ITAITUBA;Permanente
26/07/2022;terça-feira;PA;OBIDOS;Permanente
02/08/2022;terça-feira;PA;AFUA;Permanente
05/08/2022;sexta-feira;PA;VIGIA;Permanente
07/08/2022;domingo;PA;SAO CAETANO DE ODIVELAS;Permanente
08/08/2022;segunda-feira;PA;SAO DOMINGOS DO ARAGUAIA;Permanente
08/08/2022;segunda-feira;PA;SAO DOMINGOS DO CAPIM;Permanente
13/08/2022;sábado;PA;FLORESTA DO ARAGUAIA;Permanente
13/08/2022;sábado;PA;RIO MARIA;Permanente
13/08/2022;sábado;PA;SANTANA DO ARAGUAIA;Permanente
15/08/2022;segunda-feira;PA;ABAETETUBA;Permanente
15/08/2022;segunda-feira;PA;ABEL FIGUEIREDO;Permanente
15/08/2022;segunda-feira;PA;ACARA;Permanente
15/08/2022;segunda-feira;PA;AFUA;Permanente
15/08/2022;segunda-feira;PA;AGUA AZUL DO NORTE;Permanente
15/08/2022;segunda-feira;PA;ALENQUER;Permanente
15/08/2022;segunda-feira;PA;ALMEIRIM;Permanente
15/08/2022;segunda-feira;PA;ALTAMIRA;Permanente
15/08/2022;segunda-feira;PA;ANAJAS;Permanente
15/08/2022;segunda-feira;PA;ANANINDEUA;Permanente
15/08/2022;segunda-feira;PA;ANAPU;Permanente
15/08/2022;segunda-feira;PA;AUGUSTO CORREA;Permanente
15/08/2022;segunda-feira;PA;AURORA DO PARA;Permanente
15/08/2022;segunda-feira;PA;AVEIRO;Permanente
15/08/2022;segunda-feira;PA;BAGRE;Permanente
15/08/2022;segunda-feira;PA;BAIAO;Permanente
15/08/2022;segunda-feira;PA;BANNACH;Permanente
15/08/2022;segunda-feira;PA;BARCARENA;Permanente
15/08/2022;segunda-feira;PA;BELEM;Permanente
15/08/2022;segunda-feira;PA;BELTERRA;Permanente
15/08/2022;segunda-feira;PA;BENEVIDES;Permanente
15/08/2022;segunda-feira;PA;BOM JESUS DO TOCANTINS;Permanente
15/08/2022;segunda-feira;PA;BONITO;Permanente
15/08/2022;segunda-feira;PA;BRAGANCA;Permanente
15/08/2022;segunda-feira;PA;BRASIL NOVO;Permanente
15/08/2022;segunda-feira;PA;BREJO GRANDE DO ARAGUAIA;Permanente
15/08/2022;segunda-feira;PA;BREU BRANCO;Permanente
15/08/2022;segunda-feira;PA;BREVES;Permanente
15/08/2022;segunda-feira;PA;BUJARU;Permanente
15/08/2022;segunda-feira;PA;CACHOEIRA DO ARARI;Permanente
15/08/2022;segunda-feira;PA;CACHOEIRA DO PIRIA;Permanente
15/08/2022;segunda-feira;PA;CAMETA;Permanente
15/08/2022;segunda-feira;PA;CANAA DOS CARAJAS;Permanente
15/08/2022;segunda-feira;PA;CAPANEMA;Permanente
15/08/2022;segunda-feira;PA;CAPITAO POCO;Permanente
15/08/2022;segunda-feira;PA;CASTANHAL;Permanente
15/08/2022;segunda-feira;PA;CHAVES;Permanente
15/08/2022;segunda-feira;PA;COLARES;Permanente
15/08/2022;segunda-feira;PA;CONCEICAO DO ARAGUAIA;Permanente
15/08/2022;segunda-feira;PA;CONCORDIA DO PARA;Permanente
15/08/2022;segunda-feira;PA;CUMARU DO NORTE;Permanente
15/08/2022;segunda-feira;PA;CURIONOPOLIS;Permanente
15/08/2022;segunda-feira;PA;CURRALINHO;Permanente
15/08/2022;segunda-feira;PA;CURUA;Permanente
15/08/2022;segunda-feira;PA;CURUCA;Permanente
15/08/2022;segunda-feira;PA;DOM ELISEU;Permanente
15/08/2022;segunda-feira;PA;ELDORADO DO CARAJAS;Permanente
15/08/2022;segunda-feira;PA;FARO;Permanente
15/08/2022;segunda-feira;PA;FLORESTA DO ARAGUAIA;Permanente
15/08/2022;segunda-feira;PA;GARRAFAO DO NORTE;Permanente
15/08/2022;segunda-feira;PA;GOIANESIA DO PARA;Permanente
15/08/2022;segunda-feira;PA;GURUPA;Permanente
15/08/2022;segunda-feira;PA;IGARAPE-ACU;Permanente
15/08/2022;segunda-feira;PA;IGARAPE-MIRI;Permanente
15/08/2022;segunda-feira;PA;INHANGAPI;Permanente
15/08/2022;segunda-feira;PA;IPIXUNA DO PARA;Permanente
15/08/2022;segunda-feira;PA;IRITUIA;Permanente
15/08/2022;segunda-feira;PA;ITAITUBA;Permanente
15/08/2022;segunda-feira;PA;ITUPIRANGA;Permanente
15/08/2022;segunda-feira;PA;JACAREACANGA;Permanente
15/08/2022;segunda-feira;PA;JACUNDA;Permanente
15/08/2022;segunda-feira;PA;JURUTI;Permanente
15/08/2022;segunda-feira;PA;LIMOEIRO DO AJURU;Permanente
15/08/2022;segunda-feira;PA;MAE DO RIO;Permanente
15/08/2022;segunda-feira;PA;MAGALHAES BARATA;Permanente
15/08/2022;segunda-feira;PA;MARABA;Permanente
15/08/2022;segunda-feira;PA;MARACANA;Permanente
15/08/2022;segunda-feira;PA;MARAPANIM;Permanente
15/08/2022;segunda-feira;PA;MARITUBA;Permanente
15/08/2022;segunda-feira;PA;MEDICILANDIA;Permanente
15/08/2022;segunda-feira;PA;MELGACO;Permanente
15/08/2022;segunda-feira;PA;MOCAJUBA;Permanente
15/08/2022;segunda-feira;PA;MOJU;Permanente
15/08/2022;segunda-feira;PA;MOJUI DOS CAMPOS;Permanente
15/08/2022;segunda-feira;PA;MONTE ALEGRE;Permanente
15/08/2022;segunda-feira;PA;MUANA;Permanente
15/08/2022;segunda-feira;PA;NOVA ESPERANCA DO PIRIA;Permanente
15/08/2022;segunda-feira;PA;NOVA IPIXUNA;Permanente
15/08/2022;segunda-feira;PA;NOVA TIMBOTEUA;Permanente
15/08/2022;segunda-feira;PA;NOVO PROGRESSO;Permanente
15/08/2022;segunda-feira;PA;NOVO REPARTIMENTO;Permanente
15/08/2022;segunda-feira;PA;OBIDOS;Permanente
15/08/2022;segunda-feira;PA;OEIRAS DO PARA;Permanente
15/08/2022;segunda-feira;PA;ORIXIMINA;Permanente
15/08/2022;segunda-feira;PA;OUREM;Permanente
15/08/2022;segunda-feira;PA;OURILANDIA DO NORTE;Permanente
15/08/2022;segunda-feira;PA;PACAJA;Permanente
15/08/2022;segunda-feira;PA;PALESTINA DO PARÁ;Permanente
15/08/2022;segunda-feira;PA;PARAGOMINAS;Permanente
15/08/2022;segunda-feira;PA;PARAUAPEBAS;Permanente
15/08/2022;segunda-feira;PA;PAU D` ARCO;Permanente
15/08/2022;segunda-feira;PA;PEIXE BOI;Permanente
15/08/2022;segunda-feira;PA;PIÇARRA;Permanente
15/08/2022;segunda-feira;PA;PLACAS;Permanente
15/08/2022;segunda-feira;PA;PONTA DE PEDRAS;Permanente
15/08/2022;segunda-feira;PA;PORTEL;Permanente
15/08/2022;segunda-feira;PA;PORTO DE MOZ;Permanente
15/08/2022;segunda-feira;PA;PRAINHA;Permanente
15/08/2022;segunda-feira;PA;PRIMAVERA;Permanente
15/08/2022;segunda-feira;PA;QUATIPURU;Permanente
15/08/2022;segunda-feira;PA;REDENCAO;Permanente
15/08/2022;segunda-feira;PA;RIO MARIA;Permanente
15/08/2022;segunda-feira;PA;RONDON DO PARA;Permanente
15/08/2022;segunda-feira;PA;RUROPOLIS;Permanente
15/08/2022;segunda-feira;PA;SALINOPOLIS;Permanente
15/08/2022;segunda-feira;PA;SALVATERRA;Permanente
15/08/2022;segunda-feira;PA;SANTA BARBARA DO PARA;Permanente
15/08/2022;segunda-feira;PA;SANTA CRUZ DO ARARI;Permanente
15/08/2022;segunda-feira;PA;SANTA ISABEL DO PARA;Permanente
15/08/2022;segunda-feira;PA;SANTA LUZIA DO PARA;Permanente
15/08/2022;segunda-feira;PA;SANTA MARIA DAS BARREIRAS;Permanente
15/08/2022;segunda-feira;PA;SANTA MARIA DO PARA;Permanente
15/08/2022;segunda-feira;PA;SANTANA DO ARAGUAIA;Permanente
15/08/2022;segunda-feira;PA;SANTAREM;Permanente
15/08/2022;segunda-feira;PA;SANTAREM NOVO;Permanente
15/08/2022;segunda-feira;PA;SANTO ANTONIO DO TAUA;Permanente
15/08/2022;segunda-feira;PA;SAO CAETANO DE ODIVELAS;Permanente
15/08/2022;segunda-feira;PA;SAO DOMINGOS DO ARAGUAIA;Permanente
15/08/2022;segunda-feira;PA;SAO DOMINGOS DO CAPIM;Permanente
15/08/2022;segunda-feira;PA;SAO FELIX DO XINGU;Permanente
15/08/2022;segunda-feira;PA;SAO FRANCISCO DO PARA;Permanente
15/08/2022;segunda-feira;PA;SAO GERALDO DO ARAGUAIA;Permanente
15/08/2022;segunda-feira;PA;SÃO JOÃO DA PONTA;Permanente
15/08/2022;segunda-feira;PA;SAO JOAO DE PIRABAS;Permanente
15/08/2022;segunda-feira;PA;SAO JOAO DO ARAGUAIA;Permanente
15/08/2022;segunda-feira;PA;SAO MIGUEL DO GUAMA;Permanente
15/08/2022;segunda-feira;PA;SAO SEBASTIAO DA BOA VISTA;Permanente
15/08/2022;segunda-feira;PA;SAPUCAIA;Permanente
15/08/2022;segunda-feira;PA;SENADOR JOSE PORFIRIO;Permanente
15/08/2022;segunda-feira;PA;SOURE;Permanente
15/08/2022;segunda-feira;PA;TAILANDIA;Permanente
15/08/2022;segunda-feira;PA;TERRA ALTA;Permanente
15/08/2022;segunda-feira;PA;TERRA SANTA;Permanente
15/08/2022;segunda-feira;PA;TOME-ACU;Permanente
15/08/2022;segunda-feira;PA;TRACUATEUA;Permanente
15/08/2022;segunda-feira;PA;TRAIRAO;Permanente
15/08/2022;segunda-feira;PA;TUCUMA;Permanente
15/08/2022;segunda-feira;PA;TUCURUI;Permanente
15/08/2022;segunda-feira;PA;ULIANOPOLIS;Permanente
15/08/2022;segunda-feira;PA;URUARA;Permanente
15/08/2022;segunda-feira;PA;VIGIA;Permanente
15/08/2022;segunda-feira;PA;VISEU;Permanente
15/08/2022;segunda-feira;PA;VITORIA DO XINGU;Permanente
15/08/2022;segunda-feira;PA;XINGUARA;Permanente
22/08/2022;segunda-feira;PA;BAIAO;Permanente
23/08/2022;terça-feira;PA;ALMEIRIM;Permanente
28/08/2022;domingo;PA;BRAGANCA;Permanente
28/08/2022;domingo;PA;MOJU;Permanente
31/08/2022;quarta-feira;PA;BAIAO;Permanente
31/08/2022;quarta-feira;PA;VIGIA;Permanente
01/09/2022;quinta-feira;PA;TOME-ACU;Permanente
08/09/2022;quinta-feira;PA;SALINOPOLIS;Permanente
08/09/2022;quinta-feira;PA;SAO DOMINGOS DO CAPIM;Permanente
13/09/2022;terça-feira;PA;URUARA;Permanente
14/09/2022;quarta-feira;PA;REDENCAO;Permanente
15/09/2022;quinta-feira;PA;ELDORADO DO CARAJAS;Permanente
15/09/2022;quinta-feira;PA;FLORESTA DO ARAGUAIA;Permanente
17/09/2022;sábado;PA;GOIANESIA DO PARA;Permanente
22/09/2022;quinta-feira;PA;MARITUBA;Permanente
26/09/2022;segunda-feira;PA;PLACAS;Permanente
29/09/2022;quinta-feira;PA;AUGUSTO CORREA;Permanente
29/09/2022;quinta-feira;PA;MARACANA;Permanente
29/09/2022;quinta-feira;PA;SAO MIGUEL DO GUAMA;Permanente
29/09/2022;quinta-feira;PA;TRACUATEUA;Permanente
01/10/2022;sábado;PA;BRAGANCA;Permanente
01/10/2022;sábado;PA;SAO GERALDO DO ARAGUAIA;Permanente
02/10/2022;domingo;PA;OBIDOS;Permanente
02/10/2022;domingo;PA;VIGIA;Permanente
04/10/2022;terça-feira;PA;CAPANEMA;Permanente
04/10/2022;terça-feira;PA;CURUCA;Permanente
04/10/2022;terça-feira;PA;MAE DO RIO;Permanente
04/10/2022;terça-feira;PA;MONTE ALEGRE;Permanente
04/10/2022;terça-feira;PA;NOVA IPIXUNA;Permanente
04/10/2022;terça-feira;PA;NOVA TIMBOTEUA;Permanente
04/10/2022;terça-feira;PA;NOVO REPARTIMENTO;Permanente
04/10/2022;terça-feira;PA;RUROPOLIS;Permanente
04/10/2022;terça-feira;PA;SANTANA DO ARAGUAIA;Permanente
04/10/2022;terça-feira;PA;SAO FRANCISCO DO PARA;Permanente
04/10/2022;terça-feira;PA;TAILANDIA;Permanente
05/10/2022;quarta-feira;PA;CANAA DOS CARAJAS;Permanente
07/10/2022;sexta-feira;PA;BRAGANCA;Permanente
20/10/2022;quinta-feira;PA;NOVA IPIXUNA;Permanente
22/10/2022;sábado;PA;SALINOPOLIS;Permanente
26/10/2022;quarta-feira;PA;IGARAPE-ACU;Permanente
30/10/2022;domingo;PA;GOIANESIA DO PARA;Permanente
31/10/2022;segunda-feira;PA;AGUA AZUL DO NORTE;Permanente
31/10/2022;segunda-feira;PA;BREU BRANCO;Permanente
31/10/2022;segunda-feira;PA;MOCAJUBA;Permanente
31/10/2022;segunda-feira;PA;OURILANDIA DO NORTE;Permanente
31/10/2022;segunda-feira;PA;SAO GERALDO DO ARAGUAIA;Permanente
31/10/2022;segunda-feira;PA;SAO MIGUEL DO GUAMA;Permanente
31/10/2022;segunda-feira;PA;TUCURUI;Permanente
06/11/2022;domingo;PA;ALTAMIRA;Permanente
07/11/2022;segunda-feira;PA;SANTANA DO ARAGUAIA;Permanente
10/11/2022;quinta-feira;PA;CAPITAO POCO;Permanente
19/11/2022;sábado;PA;PORTO DE MOZ;Permanente
20/11/2022;domingo;PA;BENEVIDES;Permanente
20/11/2022;domingo;PA;CONCEICAO DO ARAGUAIA;Permanente
20/11/2022;domingo;PA;CONCORDIA DO PARA;Permanente
20/11/2022;domingo;PA;GURUPA;Permanente
20/11/2022;domingo;PA;MARABA;Permanente
20/11/2022;domingo;PA;MOJU;Permanente
20/11/2022;domingo;PA;ORIXIMINA;Permanente
20/11/2022;domingo;PA;OUREM;Permanente
20/11/2022;domingo;PA;SAO FELIX DO XINGU;Permanente
22/11/2022;terça-feira;PA;PACAJA;Permanente
27/11/2022;domingo;PA;CURIONOPOLIS;Permanente
28/11/2022;segunda-feira;PA;MOCAJUBA;Permanente
30/11/2022;quarta-feira;PA;CANAA DOS CARAJAS;Permanente
30/11/2022;quarta-feira;PA;CURIONOPOLIS;Permanente
30/11/2022;quarta-feira;PA;SAO DOMINGOS DO ARAGUAIA;Permanente
30/11/2022;quarta-feira;PA;SOURE;Permanente
03/12/2022;sábado;PA;BARCARENA;Permanente
08/12/2022;quinta-feira;PA;ABAETETUBA;Permanente
08/12/2022;quinta-feira;PA;AFUA;Permanente
08/12/2022;quinta-feira;PA;ALMEIRIM;Permanente
08/12/2022;quinta-feira;PA;ANANINDEUA;Permanente
08/12/2022;quinta-feira;PA;BELEM;Permanente
08/12/2022;quinta-feira;PA;BENEVIDES;Permanente
08/12/2022;quinta-feira;PA;CANAA DOS CARAJAS;Permanente
08/12/2022;quinta-feira;PA;CAPANEMA;Permanente
08/12/2022;quinta-feira;PA;CASTANHAL;Permanente
08/12/2022;quinta-feira;PA;CONCEICAO DO ARAGUAIA;Permanente
08/12/2022;quinta-feira;PA;CURUCA;Permanente
08/12/2022;quinta-feira;PA;IGARAPE-ACU;Permanente
08/12/2022;quinta-feira;PA;IGARAPE-MIRI;Permanente
08/12/2022;quinta-feira;PA;MARAPANIM;Permanente
08/12/2022;quinta-feira;PA;MEDICILANDIA;Permanente
08/12/2022;quinta-feira;PA;MOCAJUBA;Permanente
08/12/2022;quinta-feira;PA;NOVA TIMBOTEUA;Permanente
08/12/2022;quinta-feira;PA;OUREM;Permanente
08/12/2022;quinta-feira;PA;SALINOPOLIS;Permanente
08/12/2022;quinta-feira;PA;SANTA ISABEL DO PARA;Permanente
08/12/2022;quinta-feira;PA;SANTAREM;Permanente
08/12/2022;quinta-feira;PA;SAO FRANCISCO DO PARA;Permanente
08/12/2022;quinta-feira;PA;SOURE;Permanente
08/12/2022;quinta-feira;PA;TRACUATEUA;Permanente
08/12/2022;quinta-feira;PA;TUCURUI;Permanente
08/12/2022;quinta-feira;PA;URUARA;Permanente
08/12/2022;quinta-feira;PA;VIGIA;Permanente
09/12/2022;sexta-feira;PA;SAO DOMINGOS DO CAPIM;Permanente
13/12/2022;terça-feira;PA;AGUA AZUL DO NORTE;Permanente
13/12/2022;terça-feira;PA;ANAPU;Permanente
13/12/2022;terça-feira;PA;BRASIL NOVO;Permanente
13/12/2022;terça-feira;PA;BREU BRANCO;Permanente
13/12/2022;terça-feira;PA;CAPITAO POCO;Permanente
13/12/2022;terça-feira;PA;ELDORADO DO CARAJAS;Permanente
13/12/2022;terça-feira;PA;IPIXUNA DO PARA;Permanente
13/12/2022;terça-feira;PA;NOVO PROGRESSO;Permanente
13/12/2022;terça-feira;PA;TERRA SANTA;Permanente
13/12/2022;terça-feira;PA;ULIANOPOLIS;Permanente
15/12/2022;quinta-feira;PA;ITAITUBA;Permanente
16/12/2022;sexta-feira;PA;IRITUIA;Permanente
